# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Sep 29 13:59:35 2025
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_vet_stat:   Vetting Status
# COLUMN koi_vet_date:   Date of Last Parameter Update
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_disp_prov:  Disposition Provenance
# COLUMN koi_comment:    Comment
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0:      Transit Epoch [BJD]
# COLUMN koi_eccen:      Eccentricity
# COLUMN koi_longp:      Long. of Periastron [deg]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_ingress:    Ingress Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_ror:        Planet-Star Radius Ratio
# COLUMN koi_srho:       Fitted Stellar Density [g/cm**3]
# COLUMN koi_fittype:    Planetary Fit Type
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_dor:        Planet-Star Distance over Star Radius
# COLUMN koi_limbdark_mod: Limb Darkening Model
# COLUMN koi_ldm_coeff4: Limb Darkening Coeff. 4
# COLUMN koi_ldm_coeff3: Limb Darkening Coeff. 3
# COLUMN koi_ldm_coeff2: Limb Darkening Coeff. 2
# COLUMN koi_ldm_coeff1: Limb Darkening Coeff. 1
# COLUMN koi_parm_prov:  Parameters Provenance
# COLUMN koi_max_sngle_ev: Maximum Single Event Statistic
# COLUMN koi_max_mult_ev: Maximum Multiple Event Statistic
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_count:      Number of Planets
# COLUMN koi_num_transits: Number of Transits
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_quarters:   Quarters
# COLUMN koi_bin_oedp_sig: Odd-Even Depth Comparision Statistic
# COLUMN koi_trans_mod:  Transit Model
# COLUMN koi_model_dof:  Degrees of Freedom
# COLUMN koi_model_chisq: Chi-Square
# COLUMN koi_datalink_dvr: Link to DV Report
# COLUMN koi_datalink_dvs: Link to DV Summary
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_smet:       Stellar Metallicity [dex]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_sage:       Stellar Age [Gyr]
# COLUMN koi_sparprov:   Stellar Parameter Provenance
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
# COLUMN koi_gmag:       g'-band [mag]
# COLUMN koi_rmag:       r'-band [mag]
# COLUMN koi_imag:       i'-band [mag]
# COLUMN koi_zmag:       z'-band [mag]
# COLUMN koi_jmag:       J-band [mag]
# COLUMN koi_hmag:       H-band [mag]
# COLUMN koi_kmag:       K-band [mag]
# COLUMN koi_fwm_stat_sig: FW Offset Significance [percent]
# COLUMN koi_fwm_sra:    FW Source &alpha;(OOT) [hrs]
# COLUMN koi_fwm_sdec:   FW Source &delta;(OOT) [deg]
# COLUMN koi_fwm_srao:   FW Source &Delta;&alpha;(OOT) [sec]
# COLUMN koi_fwm_sdeco:  FW Source &Delta;&delta;(OOT) [arcsec]
# COLUMN koi_fwm_prao:   FW &Delta;&alpha;(OOT) [sec]
# COLUMN koi_fwm_pdeco:  FW &Delta;&delta;(OOT) [arcsec]
# COLUMN koi_dicco_mra:  PRF &Delta;&alpha;<sub>SQ</sub>(OOT) [arcsec]
# COLUMN koi_dicco_mdec: PRF &Delta;&delta;<sub>SQ</sub>(OOT) [arcsec]
# COLUMN koi_dicco_msky: PRF &Delta;&theta;<sub>SQ</sub>(OOT) []arcsec
# COLUMN koi_dikco_mra:  PRF &Delta;&alpha;<sub>SQ</sub>(KIC) [arcsec]
# COLUMN koi_dikco_mdec: PRF &Delta;&delta;<sub>SQ</sub>(KIC) [arcsec]
# COLUMN koi_dikco_msky: PRF &Delta;&theta;<sub>SQ</sub>(KIC) [arcsec]
#
rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_time0bk,koi_time0,koi_eccen,koi_longp,koi_impact,koi_duration,koi_ingress,koi_depth,koi_ror,koi_srho,koi_fittype,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sdec,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky
7273,4035675,K06107.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,SWEET_EB---MOD_SEC_DV---MOD_SEC_ALT---MOD_ODDEVEN_ALT---DEEP_V_SHAPED---HAS_SEC_TCE---CENT_KIC_POS,2.873657901,132.5847000,2454965.585,0,,1.1300,2.10540,,4.3895e+04,0.441619,1.91500,LS+MCMC,110.29,0.0431,83.11,1830.0,2645.12,9.420000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2638,0.4046,q1_q17_dr25_koi,364.6075000,3742.9185000,65.60,1,468,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.00000,Mandel and Agol (2002 ApJ 580 171),,,004/004035/004035675/dv/kplr004035675-20160209194854_dvr.pdf,004/004035/004035675/dv/kplr004035675-001-20160209194854_dvs.pdf,5692.00,3.829,0.1400,2.2870,1.2880,,q1_q17_dr25_stellar,284.624630,39.178780,12.702,13.262,12.640,12.463,12.416,11.614,11.221,11.105,0.000,18.974957915,39.17924680,-0.72770,1.68050,-5.500000e-03,2.660000e-02,4.2930,-11.4350,12.2140,-0.0580,-0.0810,0.1000
7274,9282687,K06196.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,SWEET_EB---MOD_SEC_ALT---MOD_ODDEVEN_ALT---CENT_NOFITS,1.680425996,132.3317300,2454965.332,0,,0.6460,5.45480,,2.7725e+05,0.575150,0.29821,LS+MCMC,102.31,0.0306,79.50,2203.0,5564.77,3.544100,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.3180,0.2734,q1_q17_dr25_koi,476.3067300,2203.1440000,440.10,1,56,1,q1_q17_dr25_tce,00000000000000011000000000000000,-1.00000,Mandel and Agol (2002 ApJ 580 171),,,009/009282/009282687/dv/kplr009282687-20160209194854_dvr.pdf,009/009282/009282687/dv/kplr009282687-001-20160209194854_dvs.pdf,6844.00,4.145,-0.1800,1.6290,1.3580,,q1_q17_dr25_stellar,292.572780,45.757729,14.110,14.374,14.054,13.997,13.965,13.031,12.755,12.664,,19.504846930,45.75768382,-0.16460,-0.16630,,0.000000e+00,0.0110,0.0040,0.0120,0.0060,-0.0850,0.0850
7275,9289960,K06197.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,1,0,0,0,q1_q17_dr25_sup_koi,LPP_ALT_TOO_HIGH---EYEBALL---INVERT_DIFF,0.533458310,132.0014590,2454965.001,,,,1.32000,,,,,none,,,,,,,,,,,,q1_q17_dr24_koi,5.1466203,22.1005860,,1,2502,1,q1_q17_dr24_tce,11111111111111111000000000000000,,,,,009/009289/009289960/dv/kplr009289960-20141002224145_dvr.pdf,009/009289/009289960/dv/kplr009289960-001-20141002224145_dvs.pdf,,,,,,,,295.345860,45.768803,11.957,11.787,11.858,,,10.714,10.590,10.543,0.000,19.689687600,45.76904000,-1.37000,0.85000,1.700000e-04,-9.500000e-05,-7.3800,1.1300,7.4700,-7.3000,1.2400,7.4000
7276,9291629,K06198.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,1,0,0,0,q1_q17_dr25_sup_koi,SAME_NTL_PERIOD,20.686460198,133.8900931,2454966.890,0,,0.0020,37.74240,,1.3615e+05,0.327893,0.00782,LS,184.22,0.1582,89.98,1210.0,506.27,5.613588,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.1236,0.6196,q1_q17_dr25_koi,321.0087000,541.3117700,1656.70,1,64,3,q1_q17_dr25_tce,11111111111111111000000000000000,0.00000,Mandel and Agol (2002 ApJ 580 171),,,009/009291/009291629/dv/kplr009291629-20160209194854_dvr.pdf,009/009291/009291629/dv/kplr009291629-003-20160209194854_dvs.pdf,4809.00,3.106,0.0800,5.1450,1.2320,,q1_q17_dr25_stellar,295.906740,45.724098,13.957,14.928,13.901,13.541,13.297,12.125,11.531,11.349,0.000,19.727116743,45.72404604,0.00160,-0.19430,4.000000e-03,1.000000e-02,-0.0310,-0.0100,0.0330,-0.0210,-0.1040,0.1060
7277,9304842,K06199.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,1,0,0,0,q1_q17_dr25_sup_koi,,131.680180000,229.6497000,2455062.650,0,,0.1224,14.73000,,2.0670e+03,0.041946,0.38515,MCMC,5.96,0.5386,89.95,444.0,9.15,70.700000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.3108,0.2983,q1_q16_koi,,,9.20,1,,1,q1_q16_tce,,,Mandel and Agol (2002 ApJ 580 171),,,009/009304/009304842/dv/kplr009304842-20130815195353_dvr.pdf,009/009304/009304842/dv/kplr009304842-001-20130826182306_dvs.pdf,6468.00,4.288,-0.0600,1.3020,1.1980,,stellar_q1_q16,299.772580,45.778999,12.714,13.009,12.626,12.587,12.516,11.693,11.488,11.423,0.140,19.984837400,45.77895300,-0.05000,-0.17000,0.000000e+00,2.000000e-04,-0.0500,-0.0800,0.0970,-0.1200,-0.0400,0.1300
7278,6975129,K01628.03,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.0000,0,0,0,0,q1_q17_dr25_sup_koi,MOD_NONUNIQ_DV,37.840423200,146.7762400,2454979.776,0,,0.2110,6.40800,,2.3260e+02,0.014016,1.18367,LS+MCMC,1.76,0.2363,89.73,607.0,32.14,44.750000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.3022,0.3344,q1_q17_dr25_koi,4.7927850,11.7924740,23.70,3,38,3,q1_q17_dr25_tce,11111111111111111000000000000000,0.16630,Mandel and Agol (2002 ApJ 580 171),,,006/006975/006975129/dv/kplr006975129-20160209194854_dvr.pdf,006/006975/006975129/dv/kplr006975129-003-20160209194854_dvs.pdf,6243.00,4.406,0.2100,1.1490,1.2260,,q1_q17_dr25_stellar,298.395750,42.459751,12.949,13.355,12.895,12.775,12.729,11.902,11.664,11.596,0.441,19.893052000,42.45987000,0.06000,0.42000,3.000000e-05,-6.100000e-05,-0.1900,0.0000,0.1900,-0.1100,0.1900,0.2200
7279,9304923,K06200.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,1,0,0,0,q1_q17_dr25_sup_koi,,200.762693000,308.7451000,2455141.745,0,,42.7780,2.21500,,1.9200e+03,41.808266,651.04913,MCMC,15056.90,0.8547,87.66,692.0,54.06,1115.000000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2932,0.2809,q1_q16_koi,,,5.50,1,,2,q1_q16_tce,,,Mandel and Agol (2002 ApJ 580 171),,,009/009304/009304923/dv/kplr009304923-20130815195353_dvr.pdf,009/009304/009304923/dv/kplr009304923-002-20130826182306_dvs.pdf,7981.00,3.716,-0.0600,3.2980,2.0610,,stellar_q1_q16,299.799010,45.735371,12.377,12.470,12.346,12.402,12.389,11.626,11.527,11.505,0.056,19.986585400,45.73526200,-0.58000,-0.39000,2.300000e-04,-3.900000e-04,-0.5100,0.1200,0.5000,-0.6900,-0.0100,0.7000
7280,9343862,K06201.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,SWEET_EB---MOD_SEC_ALT---HAS_SEC_TCE---CENT_NOFITS,1.123258617,132.0267100,2454965.027,0,,0.5130,4.27355,,3.7758e+05,0.636954,0.53603,LS+MCMC,150.94,0.0258,81.04,3215.0,25226.88,3.294300,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.3087,0.2583,q1_q17_dr25_koi,916.1756600,4604.7050000,779.20,1,0,1,q1_q17_dr25_tce,00000000000000011000000000000000,-1.00000,Mandel and Agol (2002 ApJ 580 171),,,009/009343/009343862/dv/kplr009343862-20160209194854_dvr.pdf,009/009343/009343862/dv/kplr009343862-001-20160209194854_dvs.pdf,7945.00,4.023,-0.0600,2.1700,1.8120,,q1_q17_dr25_stellar,292.432740,45.853409,15.010,15.115,14.975,14.980,14.989,14.616,14.438,14.117,,19.495513033,45.85331187,-0.13790,-0.35330,0.000000e+00,,-0.0040,0.0090,0.0100,-0.0460,-0.0320,0.0560
7281,9389245,K06202.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,47.256432910,158.8207171,2454991.821,,,,2.00000,,,,,none,,,,,,,,,,,,q1_q16_koi,,,,1,,2,q1_q16_tce,,,,,,009/009389/009389245/dv/kplr009389245-20130815195353_dvr.pdf,009/009389/009389245/dv/kplr009389245-002-20130826182306_dvs.pdf,,,,,,,,284.141140,45.944641,11.543,11.928,11.503,11.377,11.344,10.494,10.170,10.114,0.702,18.942736000,45.94443000,-0.20000,-0.70000,-2.500000e-05,2.100000e-05,0.0400,-0.4900,0.4900,-0.5400,-0.9300,1.0800
7282,9828127,K04192.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.9950,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,32.027316900,150.6350000,2454983.635,0,,0.2590,5.14400,,1.6170e+02,0.011529,1.85582,LS+MCMC,1.14,0.1945,89.68,525.0,17.95,46.500000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2240,0.4695,q1_q17_dr25_koi,2.7823603,7.9980340,8.80,2,40,2,q1_q17_dr25_tce,11111111111111111000000000000000,0.08540,Mandel and Agol (2002 ApJ 580 171),,,009/009828/009828127/dv/kplr009828127-20160209194854_dvr.pdf,009/009828/009828127/dv/kplr009828127-002-20160209194854_dvs.pdf,5505.00,4.501,0.1600,0.9090,0.9550,,q1_q17_dr25_stellar,290.586120,46.642689,15.004,15.557,14.931,14.767,14.679,13.711,13.361,13.283,0.098,19.372364000,46.64240000,-1.60000,-1.00000,3.200000e-04,1.800000e-04,-0.4200,0.4900,0.6500,-0.4100,0.6100,0.7300
7283,5177859,K04246.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.9800,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,8.756306280,132.4700900,2454965.470,0,,0.3710,2.85200,,8.1900e+01,0.008347,2.62558,LS+MCMC,1.12,0.0844,89.03,982.0,219.87,22.000000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2602,0.4096,q1_q17_dr25_koi,4.2088413,9.0026390,9.80,2,150,2,q1_q17_dr25_tce,11111111111111111000000000000000,0.43050,Mandel and Agol (2002 ApJ 580 171),,,005/005177/005177859/dv/kplr005177859-20160209194854_dvr.pdf,005/005177/005177859/dv/kplr005177859-002-20160209194854_dvs.pdf,5839.00,4.279,0.1200,1.2270,1.0440,,q1_q17_dr25_stellar,289.073970,40.366009,13.382,13.887,13.322,13.165,13.114,12.197,11.889,11.800,0.006,19.271566000,40.36619000,-1.32000,0.65000,1.120000e-04,-5.000000e-05,0.8900,0.6100,1.0800,0.9300,0.6900,1.1500
7284,11081504,K04287.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,CENT_SATURATED,9.618311100,138.3435000,2454971.343,0,,0.4470,4.21500,,2.5000e+01,0.004666,0.79126,LS+MCMC,0.85,0.0934,88.37,1142.0,402.64,15.700000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.3050,0.3201,q1_q17_dr25_koi,3.1207592,9.3546280,11.90,2,137,2,q1_q17_dr25_tce,11111111111111111000000000000000,0.58830,Mandel and Agol (2002 ApJ 580 171),,,011/011081/011081504/dv/kplr011081504-20160209194854_dvr.pdf,011/011081/011081504/dv/kplr011081504-002-20160209194854_dvs.pdf,6134.00,4.065,0.0200,1.6650,1.1730,,q1_q17_dr25_stellar,290.458310,48.661369,11.265,11.570,11.216,11.134,11.139,10.314,10.115,10.044,0.412,19.363869000,48.66123000,-0.61000,-0.51000,1.100000e-05,1.300000e-05,0.5000,0.0900,0.5000,0.4000,-0.1600,0.4000
7285,5385410,K04323.02,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,1,0,1,1,q1_q17_dr25_sup_koi,LPP_DV---HALO_GHOST---EPHEM_MATCH,12.425031900,141.4868672,2454974.487,0,,0.7770,1.44460,,2.9500e+01,0.005439,9.01154,LS,0.89,0.1092,88.94,1030.0,266.45,41.896608,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.3030,0.3166,q1_q17_dr25_koi,3.7063600,11.2749280,2.70,2,111,2,q1_q17_dr25_tce,11111111111111111000000000000000,0.15630,Mandel and Agol (2002 ApJ 580 171),,,005/005385/005385410/dv/kplr005385410-20160209194854_dvr.pdf,005/005385/005385410/dv/kplr005385410-002-20160209194854_dvs.pdf,6290.00,4.133,-0.1400,1.5060,1.1230,,q1_q17_dr25_stellar,297.581940,40.531300,13.582,14.007,13.548,13.400,13.353,12.481,12.221,12.136,0.631,19.838805000,40.53128000,0.35000,-0.08000,-2.700000e-05,-1.500000e-05,-1.8600,0.3900,1.9000,-1.8800,0.4700,1.9400
7286,3645438,K04385.02,Kepler-1600 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.9110,0,0,0,0,q1_q17_dr25_sup_koi,CENT_FEW_DIFFS,386.370512000,452.8740000,2455285.874,0,,0.0100,11.00700,,1.3364e+03,0.032485,2.68951,LS+MCMC,2.96,0.9712,90.00,209.0,0.45,276.900000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.1496,0.5746,q1_q17_dr25_koi,8.5348330,13.0015940,13.10,3,3,1,q1_q17_dr25_tce,00011111111111111000000000000000,0.99930,Mandel and Agol (2002 ApJ 580 171),,,003/003645/003645438/dv/kplr003645438-20160209194854_dvr.pdf,003/003645/003645438/dv/kplr003645438-001-20160209194854_dvs.pdf,5119.00,4.508,0.1000,0.8340,0.8180,,q1_q17_dr25_stellar,291.399380,38.787750,15.825,16.549,15.756,15.514,15.397,14.351,13.903,13.896,0.086,19.426606000,38.78744000,-0.90000,-1.10000,1.500000e-03,1.600000e-03,-0.3800,-0.7500,0.8500,-0.4300,-0.6600,0.7800
7287,8110757,K07865.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.9750,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---PLANET_OCCULT_DV---MOD_SEC_ALT---CENT_FEW_DIFFS,0.518060209,131.9425000,2454964.942,0,,1.2620,1.80620,,2.2584e+03,0.317784,0.25157,LS+MCMC,61.49,0.0118,34.34,2921.0,17224.79,1.528000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2650,0.3975,q1_q17_dr25_koi,9.6918680,64.2853700,140.60,1,131,1,q1_q17_dr25_tce,00000000000000010000000000000000,0.99880,Mandel and Agol (2002 ApJ 580 171),,,008/008110/008110757/dv/kplr008110757-20160209194854_dvr.pdf,008/008110/008110757/dv/kplr008110757-001-20160209194854_dvs.pdf,5405.00,3.853,-0.6000,1.7720,0.8160,,q1_q17_dr25_stellar,296.184780,43.980751,14.463,15.121,14.428,14.181,14.012,12.973,12.482,12.389,0.000,19.745421200,43.97860700,-8.97000,-7.71500,1.657000e-02,7.980000e-03,-3.6320,1.4230,3.9010,-2.8560,-4.8610,5.6370
7288,3645438,K04385.03,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.9460,0,0,0,0,q1_q17_dr25_sup_koi,CENT_FEW_DIFFS,17.369511200,136.6159000,2454969.616,0,,0.2800,4.01200,,3.1400e+02,0.015932,2.11367,LS+MCMC,1.45,0.1228,89.50,588.0,28.35,32.300000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.1496,0.5746,q1_q17_dr25_koi,4.0584900,8.1763270,8.60,3,62,3,q1_q17_dr25_tce,00011111111111111000000000000000,0.10270,Mandel and Agol (2002 ApJ 580 171),,,003/003645/003645438/dv/kplr003645438-20160209194854_dvr.pdf,003/003645/003645438/dv/kplr003645438-003-20160209194854_dvs.pdf,5119.00,4.508,0.1000,0.8340,0.8180,,q1_q17_dr25_stellar,291.399380,38.787750,15.825,16.549,15.756,15.514,15.397,14.351,13.903,13.896,0.026,19.426705000,38.78746000,3.30000,-1.10000,-1.080000e-03,4.000000e-04,-0.7000,1.1200,1.3200,-0.5300,1.3000,1.4100
7289,8278685,K04435.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,17.869375900,140.2811000,2454973.281,0,,0.2590,6.88600,,6.3000e+01,0.007351,0.42644,MCMC,0.81,0.1369,89.38,759.0,78.58,19.310000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.3050,0.3077,q1_q16_koi,,,9.80,2,,2,q1_q16_tce,,,Mandel and Agol (2002 ApJ 580 171),,,008/008278/008278685/dv/kplr008278685-20130815195353_dvr.pdf,008/008278/008278685/dv/kplr008278685-002-20130826182306_dvs.pdf,6328.00,4.456,-0.2800,1.0130,1.0690,,stellar_q1_q16,281.955690,44.261532,13.517,13.832,13.456,13.382,13.358,12.572,12.290,12.221,0.043,18.797006000,44.26107000,-1.60000,-1.70000,7.600000e-05,9.800000e-05,-1.1300,-0.3000,1.2000,-1.0500,-0.4000,1.1000
7290,5511659,K04541.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.6290,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,17.236085000,148.4127000,2454981.413,0,,0.0400,4.20900,,3.3000e+02,0.016355,2.04371,LS+MCMC,1.98,0.1278,89.93,721.0,63.85,31.780000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2240,0.4695,q1_q17_dr25_koi,3.7380123,7.3512480,10.40,2,56,2,q1_q17_dr25_tce,11110111011101110000000000000000,0.68890,Mandel and Agol (2002 ApJ 580 171),,,005/005511/005511659/dv/kplr005511659-20160209194854_dvr.pdf,005/005511/005511659/dv/kplr005511659-002-20160209194854_dvs.pdf,5543.00,4.318,0.1600,1.1110,0.9370,,q1_q17_dr25_stellar,283.251190,40.723110,15.377,15.874,15.328,15.164,15.080,14.159,13.775,13.856,0.011,18.883434000,40.72384000,0.90000,2.60000,-2.800000e-04,-7.400000e-04,0.1000,1.1000,1.1000,0.1000,1.1000,1.1000
7291,5385139,K06000.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,1,0,1,0,q1_q17_dr25_sup_koi,LPP_DV---HALO_GHOST,12.429716100,141.2846000,2454974.285,0,,0.2930,15.07800,,1.9270e+02,0.012700,0.02832,LS+MCMC,1.26,0.1058,87.27,742.0,71.78,6.140000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2602,0.4096,q1_q17_dr25_koi,3.4681510,10.6936570,13.30,1,96,1,q1_q17_dr25_tce,00011111111111111000000000000000,0.22970,Mandel and Agol (2002 ApJ 580 171),,,005/005385/005385139/dv/kplr005385139-20160209194854_dvr.pdf,005/005385/005385139/dv/kplr005385139-001-20160209194854_dvs.pdf,5754.00,4.534,0.0700,0.9050,1.0210,,q1_q17_dr25_stellar,297.520720,40.585419,15.842,16.447,15.776,15.582,15.456,14.533,14.164,14.120,0.000,19.834804000,40.58577000,3.67000,1.25000,-6.500000e-04,-4.600000e-04,0.4500,-0.9000,1.0100,0.1700,-1.1900,1.2000
7292,5385150,K06001.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,1,0,1,1,q1_q17_dr25_sup_koi,LPP_DV---CENT_KIC_POS---HALO_GHOST---EPHEM_MATCH,12.428847600,141.2012000,2454974.201,0,,0.0310,16.43000,,1.6540e+02,0.011609,0.02481,LS+MCMC,1.12,0.1027,89.70,725.0,65.27,5.870000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2327,0.4526,q1_q17_dr25_koi,3.4369113,10.7396210,15.20,1,96,1,q1_q17_dr25_tce,00011111111111111000000000000000,0.94620,Mandel and Agol (2002 ApJ 580 171),,,005/005385/005385150/dv/kplr005385150-20160209194854_dvr.pdf,005/005385/005385150/dv/kplr005385150-001-20160209194854_dvs.pdf,5595.00,4.513,0.0000,0.8860,0.9330,,q1_q17_dr25_stellar,297.522770,40.581341,15.470,16.105,15.418,15.198,15.117,14.116,13.725,13.615,0.634,19.834850000,40.58136000,-0.10000,0.08000,0.000000e+00,5.000000e-05,-1.6300,-0.7000,1.7700,-1.6700,-0.4400,1.7300
7293,5385269,K06002.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,1,0,1,1,q1_q17_dr25_sup_koi,LPP_DV---LPP_ALT---CENT_FEW_DIFFS---HALO_GHOST---EPHEM_MATCH,12.425825200,141.5229000,2454974.523,0,,0.6890,21.84100,,1.3020e+02,0.011099,0.00447,LS+MCMC,1.27,0.1074,78.01,822.0,108.10,3.320000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2844,0.3661,q1_q17_dr25_koi,3.4645154,14.5752160,30.00,1,112,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.00860,Mandel and Agol (2002 ApJ 580 171),,,005/005385/005385269/dv/kplr005385269-20160209194854_dvr.pdf,005/005385/005385269/dv/kplr005385269-001-20160209194854_dvs.pdf,5968.00,4.426,0.0700,1.0480,1.0690,,q1_q17_dr25_stellar,297.551030,40.557388,14.332,14.849,14.286,14.111,14.107,13.191,12.895,12.825,0.000,19.836789000,40.55741000,2.20000,0.05000,-4.100000e-04,-2.000000e-05,-2.9000,-1.4000,3.2000,-1.2500,-1.3000,1.8300
